162%,52%,53%,54%,58%,57%,54%,53.70%,51.60%,54.4&\%,52.80%,49.20%,50%,56%,23.30%,23.40%,,final PROM 23.33%
31.88443128,47.64138484,46.96753091,46.87708281,47.97704287,46.96096923,47.93893088,47.49886147,47.50912197,47.57151845,47.41792662,46.1310094,46.06512033,46.20491152,45.71,46.56203823,,46.13601912
36.20200529,46.29983444,46.75341012,46.85301822,44.60265466,46.43001898,45.61825212,46.9631511,46.22502561,46.77941609,46.87957453,46.95971885,46.82738742,46.79776582,46.16,46.68202179,,46.4210109
33.18749976,32.38760467,34.10276308,33.45692475,34.11964745,34.27150497,35.55255423,35.94243169,32.32939062,35.83137769,34.94105964,40.04952569,39.27849419,45.25589692,41.52,41.62742041,,41.57371021
39.53228367,21.16353525,22.14652944,19.31642618,30.58497544,21.85355384,22.68579106,21.82935957,20.74737033,22.64657747,29.10313637,30.97163893,31.82329174,43.37538564,36.91,37.63216113,,37.27108057
36.23739045,29.99672321,26.07321671,28.53053307,25.40203629,29.96471094,29.0790223,25.11453562,29.626262,26.24349828,31.54804895,38.76873161,39.39801982,49.4570539,40.29,39.90358697,,40.09679349
29.84168895,20.48791439,20.05721647,22.86552369,21.32843158,21.8587881,18.80349656,21.92072273,22.29489968,20.66150301,24.32548556,29.70336117,28.3573512,30.150787,29.81,29.61256,,29.71128
29.78620575,17.34129025,17.75159018,16.17611917,25.3466295,10.82357693,19.21238034,17.03609186,17.06597975,16.93380916,24.53737471,22.95299103,23.67214483,14.8855456,25.34,27.00326281,,26.17163141
42.59710578,48.766512,48.0119789,49.12374305,48.04334369,48.4831794,48.57740818,47.86699532,48.81329856,47.75423067,47.70443483,48.53871091,48.95854229,46.94567036,49.64,50.15751864,,49.89875932
31.88443128,47.64138484,46.96753091,46.87708281,47.97704287,46.96096923,47.93893088,47.49886147,47.50912197,47.57151845,47.78103255,46.99161085,46.99490665,46.20491152,46.71,47.29576315,,47.00288158
33.18749976,32.38760467,34.10276308,33.45692475,34.11964745,34.27150497,35.55255423,35.94243169,32.32939062,35.83137769,34.42841947,39.28040681,38.99912775,41.03940657,31.53,32.22020775,,31.87510388
36.23739045,29.99672321,26.07321671,28.53053307,25.40203629,29.96471094,29.0790223,25.11453562,29.626262,26.24349828,31.67987317,33.21620889,33.60920297,39.49302198,30,30.83245368,,30.41622684
